fir_id,crime_type,date,location_id,status,description
FIR-1237,Burglary,2026-03-01,30,Closed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1238,Burglary,2025-09-25,5,Under Investigation,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1239,Robbery,2026-05-13,52,Under Investigation,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1240,Theft,2024-05-11,95,Completed,Report of theft of cash box from a residential area during night hours.
FIR-1241,Cyber Fraud,2025-04-29,70,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 776000 from victim account via links.
FIR-1242,Cyber Fraud,2024-05-21,100,Under Investigation,Unauthorized UPI/phishing transaction resulting in transfer of INR 243000 from victim account via links.
FIR-1243,Vehicle Theft,2025-12-11,90,Completed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1244,Theft,2026-04-09,61,Completed,Report of theft of mobile phone from a residential area during night hours.
FIR-1245,Burglary,2025-06-07,64,Pending,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1246,Theft,2026-02-06,89,Closed,Report of theft of mobile phone from a residential area during night hours.
FIR-1247,Theft,2026-01-12,19,Under Investigation,Report of theft of laptops from a residential area during night hours.
FIR-1248,Theft,2024-07-28,70,Completed,Report of theft of cash box from a residential area during night hours.
FIR-1249,Financial Crime,2025-12-02,18,Under Investigation,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 44 Lakhs.
FIR-1250,Vehicle Theft,2026-04-27,5,Under Investigation,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1251,Burglary,2026-01-11,95,Under Investigation,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1252,Narcotics,2024-03-22,30,Completed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1253,Theft,2024-01-06,70,Under Investigation,Report of theft of laptops from a residential area during night hours.
FIR-1254,Cyber Fraud,2024-05-09,64,Under Investigation,Unauthorized UPI/phishing transaction resulting in transfer of INR 617000 from victim account via links.
FIR-1255,Vehicle Theft,2025-05-31,51,Closed,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1256,Vehicle Theft,2025-11-27,64,Under Investigation,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1257,Vehicle Theft,2026-02-03,36,Closed,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1258,Theft,2024-04-11,33,Closed,Report of theft of mobile phone from a residential area during night hours.
FIR-1259,Theft,2024-04-20,85,Completed,Report of theft of laptops from a residential area during night hours.
FIR-1260,Burglary,2024-08-20,11,Under Investigation,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1261,Assault,2025-06-28,82,Under Investigation,Physical assault and altercation following argument over parking space in municipal market.
FIR-1262,Cyber Fraud,2025-05-10,76,Pending,Unauthorized UPI/phishing transaction resulting in transfer of INR 610000 from victim account via links.
FIR-1263,Burglary,2025-12-24,69,Completed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1264,Vehicle Theft,2024-01-05,30,Completed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1265,Theft,2026-06-04,25,Completed,Report of theft of mobile phone from a residential area during night hours.
FIR-1266,Financial Crime,2025-11-27,44,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 36 Lakhs.
FIR-1267,Assault,2026-04-24,59,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1268,Theft,2024-04-30,34,Under Investigation,Report of theft of laptops from a residential area during night hours.
FIR-1269,Financial Crime,2025-05-16,4,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 11 Lakhs.
FIR-1270,Cyber Fraud,2024-12-12,24,Completed,Unauthorized UPI/phishing transaction resulting in transfer of INR 738000 from victim account via links.
FIR-1271,Theft,2025-04-17,67,Closed,Report of theft of cash box from a residential area during night hours.
FIR-1272,Burglary,2025-04-21,88,Under Investigation,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1273,Cyber Fraud,2025-12-24,47,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 679000 from victim account via links.
FIR-1274,Vehicle Theft,2025-04-01,82,Pending,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1275,Narcotics,2026-01-24,63,Under Investigation,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1276,Vehicle Theft,2025-04-25,47,Pending,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1277,Burglary,2026-02-16,91,Completed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1278,Robbery,2026-04-01,52,Under Investigation,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1279,Cyber Fraud,2024-01-02,90,Pending,Unauthorized UPI/phishing transaction resulting in transfer of INR 130000 from victim account via links.
FIR-1280,Assault,2026-05-23,11,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1281,Vehicle Theft,2024-08-13,73,Under Investigation,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1282,Vehicle Theft,2025-12-13,12,Pending,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1283,Financial Crime,2024-09-26,92,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 18 Lakhs.
FIR-1284,Narcotics,2026-04-14,3,Completed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1285,Financial Crime,2026-05-03,73,Under Investigation,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 30 Lakhs.
FIR-1286,Cyber Fraud,2025-04-14,90,Under Investigation,Unauthorized UPI/phishing transaction resulting in transfer of INR 631000 from victim account via links.
FIR-1287,Financial Crime,2026-06-03,16,Under Investigation,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 13 Lakhs.
FIR-1288,Vehicle Theft,2024-07-21,25,Closed,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1289,Assault,2024-04-26,56,Completed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1290,Vehicle Theft,2025-11-01,54,Closed,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1291,Narcotics,2025-07-08,1,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1292,Financial Crime,2025-10-01,19,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 40 Lakhs.
FIR-1293,Vehicle Theft,2025-03-10,76,Pending,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1294,Narcotics,2024-12-03,84,Under Investigation,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1295,Vehicle Theft,2026-01-29,42,Under Investigation,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1296,Burglary,2025-02-13,22,Completed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1297,Cyber Fraud,2024-08-31,77,Under Investigation,Unauthorized UPI/phishing transaction resulting in transfer of INR 522000 from victim account via links.
FIR-1298,Narcotics,2024-04-02,90,Completed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1299,Financial Crime,2025-02-28,84,Under Investigation,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 39 Lakhs.
FIR-1300,Cyber Fraud,2024-03-15,40,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 158000 from victim account via links.
FIR-1301,Vehicle Theft,2024-12-21,69,Closed,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1302,Robbery,2025-08-08,25,Completed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1303,Burglary,2024-11-13,54,Under Investigation,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1304,Cyber Fraud,2025-05-10,20,Pending,Unauthorized UPI/phishing transaction resulting in transfer of INR 545000 from victim account via links.
FIR-1305,Narcotics,2024-08-26,75,Under Investigation,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1306,Theft,2026-05-20,51,Closed,Report of theft of cash box from a residential area during night hours.
FIR-1307,Burglary,2025-05-08,25,Completed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1308,Financial Crime,2024-06-07,22,Closed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 39 Lakhs.
FIR-1309,Assault,2026-01-01,49,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1310,Theft,2025-11-17,98,Completed,Report of theft of mobile phone from a residential area during night hours.
FIR-1311,Cyber Fraud,2025-06-11,27,Completed,Unauthorized UPI/phishing transaction resulting in transfer of INR 200000 from victim account via links.
FIR-1312,Narcotics,2024-08-14,55,Under Investigation,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1313,Robbery,2024-12-04,41,Closed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1314,Financial Crime,2026-05-27,13,Under Investigation,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 42 Lakhs.
FIR-1315,Robbery,2025-08-24,53,Completed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1316,Narcotics,2024-01-10,54,Completed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1317,Narcotics,2024-06-28,41,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1318,Narcotics,2024-06-17,8,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1319,Cyber Fraud,2026-02-22,20,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 655000 from victim account via links.
FIR-1320,Theft,2026-06-12,13,Completed,Report of theft of gold necklace from a residential area during night hours.
FIR-1321,Robbery,2024-06-03,31,Closed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1322,Financial Crime,2024-01-16,15,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 42 Lakhs.
FIR-1323,Narcotics,2024-11-27,19,Pending,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1324,Robbery,2026-05-10,87,Under Investigation,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1325,Financial Crime,2025-02-02,85,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 22 Lakhs.
FIR-1326,Narcotics,2025-03-23,57,Pending,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1327,Vehicle Theft,2024-04-08,17,Pending,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1328,Burglary,2026-04-22,46,Completed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1329,Narcotics,2024-07-10,61,Under Investigation,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1330,Cyber Fraud,2024-09-01,14,Under Investigation,Unauthorized UPI/phishing transaction resulting in transfer of INR 119000 from victim account via links.
FIR-1331,Vehicle Theft,2025-03-09,74,Pending,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1332,Burglary,2026-06-01,74,Pending,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1333,Financial Crime,2025-01-02,66,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 23 Lakhs.
FIR-1334,Assault,2025-03-30,1,Completed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1335,Theft,2025-08-17,68,Under Investigation,Report of theft of cash box from a residential area during night hours.
FIR-1336,Cyber Fraud,2025-01-05,77,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 501000 from victim account via links.
FIR-1337,Vehicle Theft,2026-02-02,95,Pending,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1338,Robbery,2025-02-07,14,Completed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1339,Theft,2025-11-20,95,Under Investigation,Report of theft of cash box from a residential area during night hours.
FIR-1340,Theft,2025-01-18,60,Pending,Report of theft of cash box from a residential area during night hours.
FIR-1341,Financial Crime,2024-01-28,73,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 21 Lakhs.
FIR-1342,Assault,2024-10-29,13,Completed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1343,Theft,2024-04-06,5,Completed,Report of theft of mobile phone from a residential area during night hours.
FIR-1344,Cyber Fraud,2025-10-05,69,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 138000 from victim account via links.
FIR-1345,Theft,2025-08-27,51,Completed,Report of theft of mobile phone from a residential area during night hours.
FIR-1346,Robbery,2025-01-13,35,Closed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1347,Vehicle Theft,2024-11-27,85,Under Investigation,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1348,Theft,2024-02-18,71,Completed,Report of theft of gold necklace from a residential area during night hours.
FIR-1349,Vehicle Theft,2026-01-24,99,Completed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1350,Assault,2026-04-05,88,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1351,Burglary,2025-01-01,85,Under Investigation,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1352,Vehicle Theft,2025-12-29,58,Under Investigation,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1353,Financial Crime,2025-12-19,85,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 9 Lakhs.
FIR-1354,Robbery,2025-07-05,9,Closed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1355,Cyber Fraud,2025-01-26,75,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 44000 from victim account via links.
FIR-1356,Cyber Fraud,2026-01-18,66,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 132000 from victim account via links.
FIR-1357,Robbery,2025-08-13,86,Pending,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1358,Vehicle Theft,2026-03-25,38,Closed,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1359,Robbery,2024-08-22,67,Under Investigation,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1360,Vehicle Theft,2026-01-01,61,Closed,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1361,Theft,2024-10-23,59,Completed,Report of theft of cash box from a residential area during night hours.
FIR-1362,Burglary,2024-10-05,86,Pending,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1363,Robbery,2026-05-30,14,Pending,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1364,Financial Crime,2024-09-29,75,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 29 Lakhs.
FIR-1365,Narcotics,2024-06-26,15,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1366,Theft,2024-04-13,14,Under Investigation,Report of theft of laptops from a residential area during night hours.
FIR-1367,Assault,2024-07-19,100,Completed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1368,Vehicle Theft,2025-09-21,91,Closed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1369,Burglary,2024-08-18,85,Closed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1370,Assault,2024-01-16,99,Completed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1371,Assault,2024-07-19,84,Under Investigation,Physical assault and altercation following argument over parking space in municipal market.
FIR-1372,Vehicle Theft,2024-08-30,79,Completed,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1373,Burglary,2024-09-25,36,Completed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1374,Burglary,2024-05-29,17,Pending,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1375,Vehicle Theft,2025-06-02,83,Completed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1376,Financial Crime,2026-06-12,96,Closed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 49 Lakhs.
FIR-1377,Burglary,2024-04-19,24,Under Investigation,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1378,Cyber Fraud,2025-10-30,83,Pending,Unauthorized UPI/phishing transaction resulting in transfer of INR 631000 from victim account via links.
FIR-1379,Financial Crime,2025-03-05,32,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 7 Lakhs.
FIR-1380,Theft,2025-01-07,69,Under Investigation,Report of theft of gold necklace from a residential area during night hours.
FIR-1381,Financial Crime,2025-05-23,72,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 47 Lakhs.
FIR-1382,Theft,2025-04-17,70,Completed,Report of theft of cash box from a residential area during night hours.
FIR-1383,Theft,2025-08-09,72,Pending,Report of theft of laptops from a residential area during night hours.
FIR-1384,Cyber Fraud,2024-11-20,27,Completed,Unauthorized UPI/phishing transaction resulting in transfer of INR 497000 from victim account via links.
FIR-1385,Vehicle Theft,2024-03-02,22,Under Investigation,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1386,Vehicle Theft,2024-02-01,38,Under Investigation,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1387,Cyber Fraud,2026-03-08,25,Under Investigation,Unauthorized UPI/phishing transaction resulting in transfer of INR 705000 from victim account via links.
FIR-1388,Cyber Fraud,2025-02-15,89,Pending,Unauthorized UPI/phishing transaction resulting in transfer of INR 497000 from victim account via links.
FIR-1389,Vehicle Theft,2024-09-03,73,Pending,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1390,Burglary,2025-12-05,25,Under Investigation,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1391,Theft,2024-12-15,24,Closed,Report of theft of cash box from a residential area during night hours.
FIR-1392,Assault,2026-02-23,73,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1393,Narcotics,2026-01-09,52,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1394,Financial Crime,2024-03-26,35,Completed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 19 Lakhs.
FIR-1395,Robbery,2025-11-27,86,Pending,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1396,Vehicle Theft,2025-03-04,37,Completed,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1397,Vehicle Theft,2025-03-29,47,Closed,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1398,Assault,2025-06-04,56,Closed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1399,Financial Crime,2026-03-04,3,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 50 Lakhs.
FIR-1400,Assault,2024-08-17,59,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1401,Vehicle Theft,2026-01-06,22,Pending,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1402,Theft,2025-02-20,41,Completed,Report of theft of gold necklace from a residential area during night hours.
FIR-1403,Theft,2025-04-29,66,Under Investigation,Report of theft of mobile phone from a residential area during night hours.
FIR-1404,Vehicle Theft,2024-02-17,49,Closed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1405,Financial Crime,2024-02-05,52,Closed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 20 Lakhs.
FIR-1406,Cyber Fraud,2025-04-28,47,Under Investigation,Unauthorized UPI/phishing transaction resulting in transfer of INR 511000 from victim account via links.
FIR-1407,Theft,2026-04-18,61,Closed,Report of theft of laptops from a residential area during night hours.
FIR-1408,Vehicle Theft,2026-03-29,100,Completed,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1409,Narcotics,2024-05-19,67,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1410,Financial Crime,2026-01-17,30,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 41 Lakhs.
FIR-1411,Assault,2025-04-06,78,Under Investigation,Physical assault and altercation following argument over parking space in municipal market.
FIR-1412,Vehicle Theft,2024-04-02,31,Completed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1413,Theft,2025-07-30,65,Closed,Report of theft of laptops from a residential area during night hours.
FIR-1414,Financial Crime,2025-02-05,77,Closed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 6 Lakhs.
FIR-1415,Narcotics,2025-01-16,5,Under Investigation,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1416,Narcotics,2024-05-14,66,Completed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1417,Assault,2026-03-09,100,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1418,Robbery,2026-05-22,84,Pending,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1419,Theft,2024-05-10,70,Closed,Report of theft of gold necklace from a residential area during night hours.
FIR-1420,Robbery,2025-01-28,91,Under Investigation,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1421,Burglary,2026-03-28,84,Pending,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1422,Robbery,2025-07-21,48,Pending,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1423,Vehicle Theft,2024-08-18,9,Completed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1424,Vehicle Theft,2025-05-19,14,Pending,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1425,Theft,2024-03-24,79,Pending,Report of theft of laptops from a residential area during night hours.
FIR-1426,Vehicle Theft,2024-08-07,10,Under Investigation,Vehicle theft of a Honda Activa parked near local metro station. Suspects unknown.
FIR-1427,Narcotics,2025-01-05,23,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1428,Narcotics,2025-06-08,42,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1429,Assault,2026-02-18,64,Completed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1430,Narcotics,2025-07-05,93,Completed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1431,Narcotics,2024-11-19,24,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1432,Financial Crime,2024-03-09,28,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 14 Lakhs.
FIR-1433,Narcotics,2025-05-16,49,Completed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1434,Assault,2024-02-10,55,Under Investigation,Physical assault and altercation following argument over parking space in municipal market.
FIR-1435,Cyber Fraud,2024-07-12,13,Completed,Unauthorized UPI/phishing transaction resulting in transfer of INR 197000 from victim account via links.
FIR-1436,Vehicle Theft,2026-05-07,32,Completed,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1437,Robbery,2025-07-06,41,Pending,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1438,Burglary,2024-03-07,72,Closed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1439,Cyber Fraud,2025-08-12,71,Pending,Unauthorized UPI/phishing transaction resulting in transfer of INR 733000 from victim account via links.
FIR-1440,Cyber Fraud,2024-08-24,35,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 529000 from victim account via links.
FIR-1441,Theft,2025-09-29,17,Pending,Report of theft of mobile phone from a residential area during night hours.
FIR-1442,Assault,2024-06-04,44,Under Investigation,Physical assault and altercation following argument over parking space in municipal market.
FIR-1443,Financial Crime,2025-08-04,88,Closed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 50 Lakhs.
FIR-1444,Narcotics,2026-06-18,78,Closed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1445,Robbery,2025-12-11,86,Pending,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1446,Vehicle Theft,2026-04-17,64,Closed,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1447,Theft,2024-12-29,12,Closed,Report of theft of laptops from a residential area during night hours.
FIR-1448,Cyber Fraud,2025-03-18,81,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 424000 from victim account via links.
FIR-1449,Vehicle Theft,2025-07-21,46,Closed,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1450,Vehicle Theft,2026-01-10,60,Completed,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1451,Vehicle Theft,2024-07-11,96,Completed,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1452,Vehicle Theft,2025-07-26,37,Pending,Vehicle theft of a Suzuki Swift car parked near local metro station. Suspects unknown.
FIR-1453,Assault,2025-05-22,19,Closed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1454,Financial Crime,2025-01-16,17,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 40 Lakhs.
FIR-1455,Theft,2026-01-31,8,Pending,Report of theft of cash box from a residential area during night hours.
FIR-1456,Financial Crime,2026-01-11,82,Pending,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 28 Lakhs.
FIR-1457,Vehicle Theft,2024-07-10,63,Under Investigation,Vehicle theft of a Royal Enfield bike parked near local metro station. Suspects unknown.
FIR-1458,Cyber Fraud,2026-02-02,44,Pending,Unauthorized UPI/phishing transaction resulting in transfer of INR 242000 from victim account via links.
FIR-1459,Narcotics,2025-05-12,41,Completed,Seizure of commercial quantities of contraband narcotics from suspect possession at bus check-post.
FIR-1460,Cyber Fraud,2024-01-25,43,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 573000 from victim account via links.
FIR-1461,Assault,2025-03-05,25,Closed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1462,Financial Crime,2026-03-22,2,Closed,Embezzlement and corporate financial fraud involving unauthorized vendor invoice billing of INR 35 Lakhs.
FIR-1463,Burglary,2026-06-13,71,Closed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
FIR-1464,Cyber Fraud,2024-10-13,4,Closed,Unauthorized UPI/phishing transaction resulting in transfer of INR 284000 from victim account via links.
FIR-1465,Robbery,2025-06-08,63,Closed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1466,Robbery,2026-02-25,96,Closed,Aggravated robbery at local shop counter by suspects carrying sharp instruments. Cash stolen.
FIR-1467,Assault,2025-10-29,86,Completed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1468,Assault,2025-01-24,9,Pending,Physical assault and altercation following argument over parking space in municipal market.
FIR-1469,Theft,2026-01-14,76,Pending,Report of theft of gold necklace from a residential area during night hours.
FIR-1470,Assault,2024-01-29,74,Closed,Physical assault and altercation following argument over parking space in municipal market.
FIR-1471,Burglary,2025-07-04,18,Completed,Daytime house burglary in housing society. Gold jewelry and cash stolen while owners away.
